customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days,frequency,monetary,recency,R_score,F_score,M_score,RFM_score,customer_segment
149,37,Male,Gloves,Accessories,90,Wyoming,M,Gray,Fall,2.6,Yes,Store Pickup,Yes,47,Debit Card,Annually,Adult,365,47,90,365,1,4,4,144,Loyal
150,38,Male,Pants,Clothing,76,Delaware,M,White,Summer,3.2,Yes,Free Shipping,Yes,14,PayPal,Monthly,Adult,30,14,76,30,3,2,3,323,Low Value
151,35,Male,Boots,Footwear,96,California,L,Cyan,Fall,4.9,Yes,Standard,Yes,17,Debit Card,Every 3 Months,Adult,90,17,96,90,2,2,4,224,At Risk
152,28,Male,Sunglasses,Accessories,47,North Dakota,L,Turquoise,Fall,4.5,Yes,Next Day Air,Yes,3,Venmo,Annually,Young Adult,365,3,47,365,1,1,2,112,Low Value
153,30,Male,Shirt,Clothing,85,South Carolina,S,Brown,Summer,4.3,Yes,Express,Yes,42,Venmo,Annually,Young Adult,365,42,85,365,1,4,4,144,Loyal
154,69,Male,Hoodie,Clothing,55,North Carolina,M,Maroon,Winter,3.2,Yes,Standard,Yes,22,Debit Card,Annually,Senior,365,22,55,365,1,2,2,122,At Risk
155,41,Male,Dress,Clothing,98,Oklahoma,M,Charcoal,Fall,3.6,Yes,Next Day Air,Yes,21,Venmo,Quarterly,Adult,90,21,98,90,2,2,4,224,At Risk
156,63,Male,Socks,Clothing,77,Maine,S,Olive,Spring,4.3,Yes,Free Shipping,Yes,21,Bank Transfer,Quarterly,Senior,90,21,77,90,2,2,3,223,At Risk
157,35,Male,Shorts,Clothing,26,Missouri,M,Lavender,Fall,4.0,Yes,Standard,Yes,40,Debit Card,Annually,Adult,365,40,26,365,1,4,1,141,At Risk
158,36,Male,Hat,Accessories,68,Vermont,S,Yellow,Fall,3.0,Yes,Next Day Air,Yes,1,Bank Transfer,Fortnightly,Adult,14,1,68,14,4,1,3,413,Low Value
159,25,Male,Shirt,Clothing,73,Connecticut,XL,Teal,Fall,4.1,Yes,Standard,Yes,50,Bank Transfer,Monthly,Young Adult,30,50,73,30,3,4,3,343,High Value
160,58,Male,Gloves,Accessories,27,New Hampshire,M,Charcoal,Fall,3.8,Yes,Store Pickup,Yes,39,Bank Transfer,Every 3 Months,Senior,90,39,27,90,2,4,1,241,At Risk
161,27,Male,Gloves,Accessories,23,Texas,M,Orange,Summer,4.6,Yes,Free Shipping,Yes,34,Venmo,Monthly,Young Adult,30,34,23,30,3,3,1,331,Low Value
162,65,Male,Backpack,Accessories,49,North Dakota,M,Olive,Fall,3.0,Yes,Express,Yes,29,Venmo,Fortnightly,Senior,14,29,49,14,4,3,2,432,Low Value
163,54,Male,Sunglasses,Accessories,74,California,M,Turquoise,Summer,3.0,Yes,Store Pickup,Yes,31,PayPal,Bi-Weekly,Middle-aged,14,31,74,14,4,3,3,433,High Value
164,54,Male,Skirt,Clothing,67,Virginia,M,Purple,Summer,3.4,Yes,Standard,Yes,8,Debit Card,Weekly,Middle-aged,7,8,67,7,4,1,3,413,Low Value
165,59,Male,Handbag,Accessories,65,Delaware,S,Purple,Spring,2.6,Yes,Free Shipping,Yes,5,Credit Card,Fortnightly,Senior,14,5,65,14,4,1,3,413,Low Value
166,42,Male,Handbag,Accessories,60,Kentucky,S,Yellow,Winter,2.8,Yes,Store Pickup,Yes,7,Cash,Monthly,Adult,30,7,60,30,3,1,2,312,Low Value
167,46,Male,Sneakers,Footwear,31,Delaware,XL,Indigo,Fall,4.0,Yes,Store Pickup,Yes,30,Cash,Monthly,Middle-aged,30,30,31,30,3,3,1,331,Low Value
168,33,Male,Gloves,Accessories,27,Arkansas,M,Green,Fall,4.0,Yes,Express,Yes,14,Credit Card,Every 3 Months,Adult,90,14,27,90,2,2,1,221,At Risk
169,34,Male,Shoes,Footwear,80,Louisiana,M,Magenta,Summer,3.0,Yes,Express,Yes,5,Cash,Fortnightly,Adult,14,5,80,14,4,1,3,413,Low Value
170,27,Male,Jacket,Outerwear,30,Nevada,S,Gold,Summer,3.3,Yes,Standard,Yes,3,PayPal,Every 3 Months,Young Adult,90,3,30,90,2,1,1,211,Low Value
171,52,Male,Shirt,Clothing,25,Wyoming,M,Maroon,Fall,2.6,Yes,Store Pickup,Yes,46,Venmo,Bi-Weekly,Middle-aged,14,46,25,14,4,4,1,441,Low Value
172,29,Male,Shorts,Clothing,35,Virginia,M,Blue,Summer,3.6,Yes,Store Pickup,Yes,4,Credit Card,Weekly,Young Adult,7,4,35,7,4,1,1,411,Low Value
173,54,Male,Jewelry,Accessories,67,Nebraska,M,Violet,Summer,3.9,Yes,Next Day Air,Yes,42,Credit Card,Bi-Weekly,Middle-aged,14,42,67,14,4,4,3,443,High Value
174,25,Male,Hat,Accessories,46,Hawaii,M,Turquoise,Fall,3.4,Yes,Standard,Yes,30,Cash,Annually,Young Adult,365,30,46,365,1,3,2,132,At Risk
175,41,Male,Shoes,Footwear,35,Vermont,L,Brown,Winter,3.5,Yes,Express,Yes,37,Venmo,Annually,Adult,365,37,35,365,1,3,1,131,At Risk
176,53,Male,Coat,Outerwear,86,Oklahoma,L,Violet,Fall,2.8,Yes,Next Day Air,Yes,2,Bank Transfer,Annually,Middle-aged,365,2,86,365,1,1,4,114,Low Value
177,53,Male,Backpack,Accessories,81,New Hampshire,L,Black,Spring,2.7,Yes,Next Day Air,Yes,30,Credit Card,Quarterly,Middle-aged,90,30,81,90,2,3,3,233,Loyal
178,21,Male,Hoodie,Clothing,42,Kansas,L,Magenta,Fall,3.7,Yes,Next Day Air,Yes,47,Bank Transfer,Monthly,Young Adult,30,47,42,30,3,4,2,342,Low Value
179,61,Male,Skirt,Clothing,43,Idaho,L,Lavender,Fall,4.3,Yes,2-Day Shipping,Yes,21,PayPal,Quarterly,Senior,90,21,43,90,2,2,2,222,At Risk
180,64,Male,Boots,Footwear,31,Illinois,M,Violet,Fall,4.9,Yes,Store Pickup,Yes,9,Bank Transfer,Fortnightly,Senior,14,9,31,14,4,1,1,411,Low Value
181,51,Male,Sandals,Footwear,81,South Dakota,L,Green,Fall,3.3,Yes,Store Pickup,Yes,12,Debit Card,Fortnightly,Middle-aged,14,12,81,14,4,1,3,413,Low Value
182,32,Male,Pants,Clothing,61,Massachusetts,M,Beige,Summer,4.7,Yes,Next Day Air,Yes,4,Bank Transfer,Weekly,Adult,7,4,61,7,4,1,3,413,Low Value
183,38,Male,Gloves,Accessories,96,Alabama,XL,Purple,Summer,2.8,Yes,Store Pickup,Yes,10,Debit Card,Annually,Adult,365,10,96,365,1,1,4,114,Low Value
184,58,Male,Skirt,Clothing,29,Ohio,XL,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,26,Credit Card,Weekly,Senior,7,26,29,7,4,3,1,431,Low Value
185,32,Male,Sneakers,Footwear,33,Hawaii,L,Cyan,Spring,3.0,Yes,Express,Yes,40,Cash,Fortnightly,Adult,14,40,33,14,4,4,1,441,Low Value
186,46,Male,T-shirt,Clothing,32,Wisconsin,XL,Silver,Summer,4.5,Yes,Store Pickup,Yes,34,Bank Transfer,Fortnightly,Middle-aged,14,34,32,14,4,3,1,431,Low Value
187,39,Male,Backpack,Accessories,56,Minnesota,S,Lavender,Summer,2.9,Yes,Standard,Yes,31,Debit Card,Annually,Adult,365,31,56,365,1,3,2,132,At Risk
188,19,Male,Shoes,Footwear,94,Georgia,S,Purple,Spring,3.3,Yes,Store Pickup,Yes,1,Bank Transfer,Bi-Weekly,Young Adult,14,1,94,14,4,1,4,414,Low Value
189,50,Male,Hoodie,Clothing,53,Arkansas,M,Pink,Spring,3.1,Yes,Express,Yes,5,Bank Transfer,Bi-Weekly,Middle-aged,14,5,53,14,4,1,2,412,Low Value
190,36,Male,Blouse,Clothing,82,West Virginia,M,Maroon,Fall,4.4,Yes,Next Day Air,Yes,4,Credit Card,Weekly,Adult,7,4,82,7,4,1,4,414,Low Value
191,65,Male,Coat,Outerwear,70,Indiana,XL,Beige,Fall,3.0,Yes,Free Shipping,Yes,48,Venmo,Quarterly,Senior,90,48,70,90,2,4,3,243,Loyal
192,64,Male,Hat,Accessories,76,Utah,M,Gray,Fall,3.9,Yes,Free Shipping,Yes,29,Cash,Every 3 Months,Senior,90,29,76,90,2,3,3,233,Loyal
193,46,Male,Shoes,Footwear,29,Nebraska,L,Turquoise,Summer,2.9,Yes,Express,Yes,12,PayPal,Bi-Weekly,Middle-aged,14,12,29,14,4,1,1,411,Low Value
194,36,Male,Belt,Accessories,100,North Dakota,S,Silver,Fall,3.0,Yes,Standard,Yes,29,Venmo,Annually,Adult,365,29,100,365,1,3,4,134,Loyal
195,51,Male,Backpack,Accessories,94,Missouri,M,Olive,Spring,3.1,Yes,Express,Yes,15,Debit Card,Quarterly,Middle-aged,90,15,94,90,2,2,4,224,At Risk
196,51,Male,Jacket,Outerwear,25,New York,M,Magenta,Fall,4.3,Yes,Free Shipping,Yes,34,Credit Card,Monthly,Middle-aged,30,34,25,30,3,3,1,331,Low Value
197,38,Male,Boots,Footwear,88,Washington,M,Lavender,Summer,3.9,Yes,Next Day Air,Yes,41,Credit Card,Fortnightly,Adult,14,41,88,14,4,4,4,444,High Value
198,59,Male,Scarf,Accessories,78,South Carolina,M,Black,Fall,3.2,Yes,2-Day Shipping,Yes,41,Credit Card,Monthly,Senior,30,41,78,30,3,4,3,343,High Value
199,57,Male,Jewelry,Accessories,45,Utah,M,Turquoise,Winter,4.8,Yes,Standard,Yes,39,Credit Card,Fortnightly,Middle-aged,14,39,45,14,4,4,2,442,Low Value
200,54,Male,Hat,Accessories,73,Idaho,XL,Green,Summer,3.8,Yes,Express,Yes,32,Cash,Weekly,Middle-aged,7,32,73,7,4,3,3,433,High Value
201,25,Male,Dress,Clothing,61,Pennsylvania,S,Teal,Summer,3.3,Yes,Next Day Air,Yes,29,Venmo,Monthly,Young Adult,30,29,61,30,3,3,3,333,High Value
202,69,Male,Blouse,Clothing,22,Missouri,S,Beige,Fall,4.3,Yes,Free Shipping,Yes,15,Bank Transfer,Annually,Senior,365,15,22,365,1,2,1,121,At Risk
203,57,Male,Hat,Accessories,38,Nebraska,L,Magenta,Spring,2.7,Yes,Express,Yes,33,Venmo,Annually,Middle-aged,365,33,38,365,1,3,1,131,At Risk
204,70,Male,Scarf,Accessories,38,Indiana,S,Yellow,Fall,3.2,Yes,Next Day Air,Yes,18,Bank Transfer,Weekly,Senior,7,18,38,7,4,2,1,421,Low Value
205,24,Male,Sneakers,Footwear,100,Arizona,M,Yellow,Fall,4.0,Yes,Store Pickup,Yes,35,Cash,Bi-Weekly,Young Adult,14,35,100,14,4,3,4,434,High Value
206,67,Male,Shirt,Clothing,64,Hawaii,M,Silver,Winter,3.0,Yes,Standard,Yes,25,PayPal,Weekly,Senior,7,25,64,7,4,2,3,423,Low Value
207,24,Male,T-shirt,Clothing,55,Wisconsin,L,Silver,Summer,4.2,Yes,Free Shipping,Yes,6,Venmo,Fortnightly,Young Adult,14,6,55,14,4,1,2,412,Low Value
208,62,Male,Gloves,Accessories,91,Rhode Island,M,Silver,Summer,2.9,Yes,Express,Yes,17,Bank Transfer,Bi-Weekly,Senior,14,17,91,14,4,2,4,424,Low Value
209,57,Male,Skirt,Clothing,38,Wisconsin,M,Gold,Spring,4.1,Yes,Store Pickup,Yes,17,Credit Card,Monthly,Middle-aged,30,17,38,30,3,2,1,321,Low Value
210,55,Male,Sandals,Footwear,97,Minnesota,S,Olive,Winter,3.2,Yes,Store Pickup,Yes,44,Cash,Every 3 Months,Middle-aged,90,44,97,90,2,4,4,244,Loyal
211,45,Male,Jacket,Outerwear,22,Vermont,L,Teal,Fall,3.0,Yes,2-Day Shipping,Yes,6,PayPal,Fortnightly,Middle-aged,14,6,22,14,4,1,1,411,Low Value
212,69,Male,Skirt,Clothing,92,South Dakota,L,Maroon,Fall,4.2,Yes,2-Day Shipping,Yes,45,Debit Card,Fortnightly,Senior,14,45,92,14,4,4,4,444,High Value
213,67,Male,Handbag,Accessories,84,Virginia,L,Blue,Fall,4.2,Yes,Express,Yes,7,Debit Card,Annually,Senior,365,7,84,365,1,1,4,114,Low Value
214,30,Male,Handbag,Accessories,93,Nevada,L,Peach,Fall,4.4,Yes,Store Pickup,Yes,11,Debit Card,Every 3 Months,Young Adult,90,11,93,90,2,1,4,214,Low Value
215,24,Male,Jacket,Outerwear,50,Hawaii,L,Blue,Summer,4.2,Yes,Next Day Air,Yes,41,Cash,Every 3 Months,Young Adult,90,41,50,90,2,4,2,242,At Risk
216,62,Male,Scarf,Accessories,64,New Jersey,S,Orange,Spring,2.8,Yes,2-Day Shipping,Yes,24,PayPal,Bi-Weekly,Senior,14,24,64,14,4,2,3,423,Low Value
217,43,Male,Shorts,Clothing,61,Massachusetts,L,Yellow,Spring,3.7,Yes,Free Shipping,Yes,21,Venmo,Weekly,Adult,7,21,61,7,4,2,3,423,Low Value
218,35,Male,Sunglasses,Accessories,48,Oklahoma,M,Purple,Winter,3.5,Yes,Next Day Air,Yes,24,Bank Transfer,Annually,Adult,365,24,48,365,1,2,2,122,At Risk
219,28,Male,T-shirt,Clothing,45,California,S,Magenta,Spring,2.9,Yes,Store Pickup,Yes,8,Credit Card,Quarterly,Young Adult,90,8,45,90,2,1,2,212,Low Value
220,32,Male,Belt,Accessories,88,Nevada,M,Cyan,Spring,3.0,Yes,Free Shipping,Yes,12,Cash,Fortnightly,Adult,14,12,88,14,4,1,4,414,Low Value
221,39,Male,Sneakers,Footwear,57,Arizona,S,Indigo,Spring,3.7,Yes,Express,Yes,48,Debit Card,Fortnightly,Adult,14,48,57,14,4,4,2,442,Low Value
222,28,Male,Hat,Accessories,68,North Carolina,XL,Magenta,Summer,4.4,Yes,Store Pickup,Yes,6,Bank Transfer,Quarterly,Young Adult,90,6,68,90,2,1,3,213,Low Value
223,47,Male,Gloves,Accessories,94,New York,XL,Gray,Spring,4.5,Yes,2-Day Shipping,Yes,14,PayPal,Fortnightly,Middle-aged,14,14,94,14,4,2,4,424,Low Value
224,20,Male,Pants,Clothing,41,Wyoming,M,Turquoise,Spring,4.8,Yes,Free Shipping,Yes,34,PayPal,Annually,Young Adult,365,34,41,365,1,3,2,132,At Risk
225,63,Male,Socks,Clothing,83,South Dakota,S,Beige,Summer,2.9,Yes,Free Shipping,Yes,12,Cash,Every 3 Months,Senior,90,12,83,90,2,1,4,214,Low Value
226,25,Male,Jacket,Outerwear,22,Arkansas,M,Olive,Spring,3.2,Yes,Next Day Air,Yes,11,Bank Transfer,Annually,Young Adult,365,11,22,365,1,1,1,111,Low Value
227,29,Male,Shoes,Footwear,74,Texas,L,Violet,Spring,3.3,Yes,Free Shipping,Yes,5,PayPal,Monthly,Young Adult,30,5,74,30,3,1,3,313,Low Value
228,50,Male,Jeans,Clothing,90,Rhode Island,M,Turquoise,Winter,4.2,Yes,Standard,Yes,25,Venmo,Fortnightly,Middle-aged,14,25,90,14,4,2,4,424,Low Value
229,18,Male,Socks,Clothing,79,New Hampshire,M,White,Spring,2.9,Yes,Store Pickup,Yes,11,Credit Card,Annually,Young Adult,365,11,79,365,1,1,3,113,Low Value
230,70,Male,Sandals,Footwear,28,Ohio,S,Silver,Spring,4.6,Yes,Next Day Air,Yes,27,PayPal,Every 3 Months,Senior,90,27,28,90,2,3,1,231,At Risk
231,66,Male,Scarf,Accessories,88,Utah,L,Olive,Fall,4.1,Yes,Standard,Yes,43,Credit Card,Annually,Senior,365,43,88,365,1,4,4,144,Loyal
232,28,Male,Blouse,Clothing,26,Tennessee,M,Blue,Spring,3.1,Yes,2-Day Shipping,Yes,18,Debit Card,Every 3 Months,Young Adult,90,18,26,90,2,2,1,221,At Risk
233,54,Male,Jewelry,Accessories,27,Hawaii,L,Purple,Winter,4.2,Yes,Express,Yes,32,Bank Transfer,Bi-Weekly,Middle-aged,14,32,27,14,4,3,1,431,Low Value
234,19,Male,Sweater,Clothing,83,Arizona,XL,Yellow,Fall,4.5,Yes,Next Day Air,Yes,27,Bank Transfer,Every 3 Months,Young Adult,90,27,83,90,2,3,4,234,Loyal
235,20,Male,Gloves,Accessories,39,South Dakota,S,Silver,Summer,3.7,Yes,Next Day Air,Yes,24,Credit Card,Weekly,Young Adult,7,24,39,7,4,2,1,421,Low Value
236,43,Male,Sunglasses,Accessories,89,New Jersey,M,Cyan,Winter,3.7,Yes,Free Shipping,Yes,31,Debit Card,Quarterly,Adult,90,31,89,90,2,3,4,234,Loyal
237,38,Male,Coat,Outerwear,68,North Dakota,L,Green,Winter,3.4,Yes,Next Day Air,Yes,39,PayPal,Fortnightly,Adult,14,39,68,14,4,4,3,443,High Value
238,50,Male,Dress,Clothing,90,Iowa,M,Beige,Summer,3.0,Yes,Store Pickup,Yes,36,Debit Card,Fortnightly,Middle-aged,14,36,90,14,4,3,4,434,High Value
239,64,Male,Skirt,Clothing,34,Ohio,M,Peach,Fall,4.2,Yes,Free Shipping,Yes,5,Cash,Annually,Senior,365,5,34,365,1,1,1,111,Low Value
240,49,Male,Pants,Clothing,51,Vermont,L,Yellow,Summer,2.9,Yes,Express,Yes,47,Credit Card,Bi-Weekly,Middle-aged,14,47,51,14,4,4,2,442,Low Value
241,47,Male,Sweater,Clothing,45,Montana,XL,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,29,Bank Transfer,Fortnightly,Middle-aged,14,29,45,14,4,3,2,432,Low Value
242,36,Male,Hoodie,Clothing,88,Delaware,M,Peach,Winter,4.1,Yes,Free Shipping,Yes,43,Venmo,Bi-Weekly,Adult,14,43,88,14,4,4,4,444,High Value
243,55,Male,Coat,Outerwear,85,New York,L,Gray,Summer,4.3,Yes,Store Pickup,Yes,40,Debit Card,Every 3 Months,Middle-aged,90,40,85,90,2,4,4,244,Loyal
244,25,Male,Jewelry,Accessories,100,Kentucky,M,Olive,Winter,2.8,Yes,2-Day Shipping,Yes,4,Debit Card,Monthly,Young Adult,30,4,100,30,3,1,4,314,Low Value
245,53,Male,Belt,Accessories,42,Oregon,S,Indigo,Spring,4.9,Yes,2-Day Shipping,Yes,39,PayPal,Weekly,Middle-aged,7,39,42,7,4,4,2,442,Low Value
246,49,Male,Sandals,Footwear,53,Rhode Island,L,Charcoal,Summer,3.3,Yes,Next Day Air,Yes,45,Venmo,Fortnightly,Middle-aged,14,45,53,14,4,4,2,442,Low Value
247,35,Male,Sunglasses,Accessories,86,Nevada,XL,Beige,Spring,3.2,Yes,Express,Yes,20,Venmo,Bi-Weekly,Adult,14,20,86,14,4,2,4,424,Low Value
248,29,Male,Sweater,Clothing,66,Montana,XL,Brown,Spring,4.4,Yes,Standard,Yes,14,Debit Card,Weekly,Young Adult,7,14,66,7,4,2,3,423,Low Value
249,47,Male,Belt,Accessories,100,Pennsylvania,M,Blue,Winter,4.8,Yes,Express,Yes,33,PayPal,Weekly,Middle-aged,7,33,100,7,4,3,4,434,High Value
250,53,Male,Handbag,Accessories,47,Alaska,S,Teal,Fall,4.2,Yes,Standard,Yes,18,Credit Card,Annually,Middle-aged,365,18,47,365,1,2,2,122,At Risk
251,33,Male,Skirt,Clothing,25,Mississippi,L,Black,Fall,4.0,Yes,Express,Yes,9,Bank Transfer,Weekly,Adult,7,9,25,7,4,1,1,411,Low Value
252,21,Male,Handbag,Accessories,51,Wyoming,XL,Gold,Winter,2.5,Yes,Standard,Yes,34,PayPal,Annually,Young Adult,365,34,51,365,1,3,2,132,At Risk
253,32,Male,Shorts,Clothing,41,Delaware,M,Violet,Summer,3.9,Yes,Free Shipping,Yes,33,Venmo,Fortnightly,Adult,14,33,41,14,4,3,2,432,Low Value
254,52,Male,Boots,Footwear,73,Oklahoma,L,Cyan,Winter,4.9,Yes,2-Day Shipping,Yes,15,Bank Transfer,Bi-Weekly,Middle-aged,14,15,73,14,4,2,3,423,Low Value
255,67,Male,Sunglasses,Accessories,42,Indiana,M,White,Winter,3.5,Yes,Store Pickup,Yes,4,PayPal,Bi-Weekly,Senior,14,4,42,14,4,1,2,412,Low Value
256,43,Male,Scarf,Accessories,20,Maryland,M,Charcoal,Spring,4.2,Yes,Free Shipping,Yes,25,Debit Card,Annually,Adult,365,25,20,365,1,2,1,121,At Risk
257,58,Male,Jewelry,Accessories,30,South Dakota,XL,Violet,Spring,4.7,Yes,Express,Yes,20,Credit Card,Every 3 Months,Senior,90,20,30,90,2,2,1,221,At Risk
258,20,Male,Handbag,Accessories,53,West Virginia,M,Red,Summer,4.5,Yes,Express,Yes,5,Credit Card,Quarterly,Young Adult,90,5,53,90,2,1,2,212,Low Value
259,61,Male,Gloves,Accessories,74,Alabama,S,Lavender,Spring,2.8,Yes,Express,Yes,16,Cash,Quarterly,Senior,90,16,74,90,2,2,3,223,At Risk
260,32,Male,Jeans,Clothing,57,Louisiana,M,Gold,Fall,2.9,Yes,Standard,Yes,13,Debit Card,Annually,Adult,365,13,57,365,1,1,2,112,Low Value
261,38,Male,Hat,Accessories,57,Montana,S,Red,Winter,3.2,Yes,2-Day Shipping,Yes,11,Credit Card,Every 3 Months,Adult,90,11,57,90,2,1,2,212,Low Value
262,21,Male,Jeans,Clothing,77,California,L,Magenta,Winter,4.9,Yes,Standard,Yes,21,Credit Card,Annually,Young Adult,365,21,77,365,1,2,3,123,At Risk
263,37,Male,Pants,Clothing,40,Hawaii,M,Teal,Summer,3.7,Yes,Next Day Air,Yes,6,Debit Card,Annually,Adult,365,6,40,365,1,1,2,112,Low Value
264,27,Male,Shorts,Clothing,46,Iowa,M,Purple,Summer,4.3,Yes,Store Pickup,Yes,29,Venmo,Monthly,Young Adult,30,29,46,30,3,3,2,332,Low Value
265,36,Male,Pants,Clothing,78,Colorado,S,Charcoal,Fall,3.9,Yes,Store Pickup,Yes,15,Cash,Annually,Adult,365,15,78,365,1,2,3,123,At Risk
266,32,Male,Backpack,Accessories,59,Michigan,M,Gray,Spring,3.2,Yes,2-Day Shipping,Yes,17,Bank Transfer,Bi-Weekly,Adult,14,17,59,14,4,2,2,422,Low Value
267,51,Male,Jewelry,Accessories,75,Louisiana,L,White,Summer,3.1,Yes,Express,Yes,32,Credit Card,Weekly,Middle-aged,7,32,75,7,4,3,3,433,High Value
268,64,Male,Sweater,Clothing,54,Maryland,M,Olive,Spring,3.9,Yes,2-Day Shipping,Yes,42,Venmo,Annually,Senior,365,42,54,365,1,4,2,142,At Risk
269,68,Male,Shoes,Footwear,42,Georgia,M,Charcoal,Spring,2.6,Yes,Store Pickup,Yes,21,Cash,Monthly,Senior,30,21,42,30,3,2,2,322,Low Value
270,68,Male,Blouse,Clothing,44,Georgia,M,Charcoal,Winter,3.3,Yes,Next Day Air,Yes,9,Cash,Bi-Weekly,Senior,14,9,44,14,4,1,2,412,Low Value
271,33,Male,Jeans,Clothing,52,North Dakota,XL,Orange,Fall,4.6,Yes,Free Shipping,Yes,16,Bank Transfer,Annually,Adult,365,16,52,365,1,2,2,122,At Risk
272,65,Male,Sunglasses,Accessories,69,Maryland,XL,Yellow,Summer,4.6,Yes,Express,Yes,42,Credit Card,Fortnightly,Senior,14,42,69,14,4,4,3,443,High Value
273,48,Male,Jewelry,Accessories,26,Oregon,M,Beige,Summer,4.4,Yes,2-Day Shipping,Yes,37,Debit Card,Bi-Weekly,Middle-aged,14,37,26,14,4,3,1,431,Low Value
274,69,Male,Coat,Outerwear,33,North Dakota,S,Silver,Spring,4.2,Yes,Express,Yes,32,Debit Card,Quarterly,Senior,90,32,33,90,2,3,1,231,At Risk
275,59,Male,Jewelry,Accessories,32,Maryland,M,Indigo,Spring,3.0,Yes,Express,Yes,28,Cash,Bi-Weekly,Senior,14,28,32,14,4,3,1,431,Low Value
276,48,Male,Backpack,Accessories,85,Virginia,XL,Lavender,Winter,4.0,Yes,Express,Yes,13,Credit Card,Weekly,Middle-aged,7,13,85,7,4,1,4,414,Low Value
277,25,Male,Skirt,Clothing,30,South Dakota,XL,Turquoise,Fall,3.5,Yes,Express,Yes,11,Bank Transfer,Fortnightly,Young Adult,14,11,30,14,4,1,1,411,Low Value
278,29,Male,Shirt,Clothing,29,Georgia,M,Green,Winter,3.0,Yes,Store Pickup,Yes,36,Bank Transfer,Bi-Weekly,Young Adult,14,36,29,14,4,3,1,431,Low Value
279,57,Male,Sweater,Clothing,95,Hawaii,M,Orange,Spring,3.7,Yes,Express,Yes,23,Debit Card,Annually,Middle-aged,365,23,95,365,1,2,4,124,At Risk
280,23,Male,Sneakers,Footwear,69,Arkansas,L,Turquoise,Summer,4.0,Yes,Standard,Yes,37,Bank Transfer,Monthly,Young Adult,30,37,69,30,3,3,3,333,High Value
281,45,Male,Sandals,Footwear,69,Montana,S,Cyan,Fall,4.2,Yes,2-Day Shipping,Yes,21,Cash,Bi-Weekly,Middle-aged,14,21,69,14,4,2,3,423,Low Value
282,38,Male,Belt,Accessories,61,Oklahoma,XL,Charcoal,Spring,2.5,Yes,Standard,Yes,22,Debit Card,Bi-Weekly,Adult,14,22,61,14,4,2,3,423,Low Value
283,21,Male,Skirt,Clothing,94,Minnesota,M,Teal,Summer,3.0,Yes,2-Day Shipping,Yes,9,Cash,Monthly,Young Adult,30,9,94,30,3,1,4,314,Low Value
284,32,Male,Sweater,Clothing,30,Montana,S,Maroon,Fall,3.2,Yes,Next Day Air,Yes,16,Venmo,Annually,Adult,365,16,30,365,1,2,1,121,At Risk
285,63,Male,Skirt,Clothing,45,Ohio,M,Red,Summer,3.5,Yes,Standard,Yes,4,PayPal,Quarterly,Senior,90,4,45,90,2,1,2,212,Low Value
286,29,Male,Handbag,Accessories,39,Kentucky,XL,Yellow,Summer,4.8,Yes,Express,Yes,3,Debit Card,Bi-Weekly,Young Adult,14,3,39,14,4,1,1,411,Low Value
287,27,Male,Jewelry,Accessories,51,Nebraska,L,Gray,Summer,2.6,Yes,Store Pickup,Yes,6,Debit Card,Annually,Young Adult,365,6,51,365,1,1,2,112,Low Value
288,56,Male,Scarf,Accessories,37,Delaware,L,Blue,Spring,3.4,Yes,2-Day Shipping,Yes,18,Venmo,Fortnightly,Middle-aged,14,18,37,14,4,2,1,421,Low Value
289,30,Male,T-shirt,Clothing,62,North Carolina,M,Lavender,Winter,3.7,Yes,2-Day Shipping,Yes,34,Venmo,Bi-Weekly,Young Adult,14,34,62,14,4,3,3,433,High Value
290,49,Male,Coat,Outerwear,85,New York,M,Yellow,Fall,4.5,Yes,2-Day Shipping,Yes,26,Credit Card,Monthly,Middle-aged,30,26,85,30,3,3,4,334,High Value
291,58,Male,T-shirt,Clothing,33,Colorado,M,Indigo,Winter,3.7,Yes,Standard,Yes,50,PayPal,Weekly,Senior,7,50,33,7,4,4,1,441,Low Value
292,57,Male,Dress,Clothing,26,Delaware,XL,Violet,Fall,3.3,Yes,Next Day Air,Yes,40,Bank Transfer,Monthly,Middle-aged,30,40,26,30,3,4,1,341,Low Value
293,60,Male,Shoes,Footwear,99,Utah,M,Green,Spring,4.7,Yes,Free Shipping,Yes,24,Cash,Quarterly,Senior,90,24,99,90,2,2,4,224,At Risk
294,69,Male,Handbag,Accessories,39,Connecticut,M,White,Spring,2.7,Yes,Express,Yes,33,PayPal,Annually,Senior,365,33,39,365,1,3,1,131,At Risk
295,70,Male,Skirt,Clothing,20,New Jersey,M,Gold,Spring,4.6,Yes,Store Pickup,Yes,19,Credit Card,Every 3 Months,Senior,90,19,20,90,2,2,1,221,At Risk
296,53,Male,Sunglasses,Accessories,42,West Virginia,M,Indigo,Winter,2.7,Yes,Store Pickup,Yes,24,Credit Card,Quarterly,Middle-aged,90,24,42,90,2,2,2,222,At Risk
